,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
2680,BSU_35800,gerBA,3688812,3690263,1,3688776,"F, G",3688756,3688774,3688733,3688751
2681,BSU_35830,ywtG,3692533,3693906,-1,3693954,B,3693934,3693952,3693909,3693927
2682,BSU_35840,tagT,3694239,3695207,1,3694080,"W, X, Y",3694061,3694079,3694037,3694055
2684,BSU_35860,pgdS,3696257,3697498,-1,3697542,D,3697522,3697540,3697499,3697517
2685,BSU_35910,rbsR,3701411,3702391,1,3701379,A,3701361,3701379,3701334,3701352
2686,BSU_35970,ywsB,3707144,3707680,1,3707094,B,3707074,3707092,3707049,3707067
2687,BSU_35980,ywsA,3707836,3708132,1,3707820,"F, G",3707801,3707819,3707776,3707794
2688,BSU_35990,ywrO,3708172,3708699,-1,3708732,A,3708714,3708732,3708687,3708705
2689,BSU_36000,alsD,3708799,3709566,-1,3711394,A,3711376,3711394,3711351,3711369
2690,BSU_36020,alsR,3711498,3712406,1,3710262,K,3710242,3710260,3710217,3710235
2691,BSU_36030,ywrK,3712617,3713945,1,3711450,A,3711430,3711448,3711407,3711425
2692,BSU_36050,cotB,3714739,3715881,-1,3715921,K,3715903,3715921,3715876,3715894
2693,BSU_36060,cotH,3716009,3717097,-1,3717196,"?, K",3717177,3717195,3717153,3717171
2695,new_3717709_3717906_c,S1388,3717709,3717906,-1,3717911,K,3717892,3717910,3717867,3717885
2696,BSU_36080,ywrF,3717999,3718616,1,3717961,A,3717941,3717959,3717916,3717934
2697,BSU_36090,ywrE,3718794,3719129,1,3718777,"W, X, Y",3718757,3718775,3718733,3718751
2698,BSU_36110,chrS,3720925,3721401,1,3720886,A,3720867,3720885,3720843,3720861
2699,BSU_36160,ywqM,3723454,3724335,1,3723374,A,3723355,3723373,3723329,3723347
2700,BSU_36180,ywqK,3725146,3725610,-1,3728202,A,3728183,3728201,3728157,3728175
2701,BSU_36220,ywqG,3728511,3729296,-1,3729412,A,3729392,3729410,3729369,3729387
2702,BSU_36230,ugd,3729488,3730810,-1,3730844,"E, F",3730825,3730843,3730801,3730819
2703,BSU_36240,ptpZ,3731005,3731769,-1,3730971,A,3730951,3730969,3730926,3730944
2704,BSU_36250,ptkA,3731822,3732535,-1,3733315,A,3733295,3733313,3733271,3733289
2706,BSU_36269,ywzD,3733505,3733648,-1,3733734,?,3733714,3733732,3733690,3733708
2707,BSU_36270,ywqB,3733852,3735462,1,3733802,A,3733784,3733802,3733759,3733777
2708,BSU_36290,phoC,3738343,3739200,-1,3740030,A,3740010,3740028,3739986,3740004
2709,BSU_36300,glcR,3739206,3739982,-1,3740588,A,3740570,3740588,3740545,3740563
2710,BSU_36310,ssbB,3740206,3740547,-1,3741049,A,3741029,3741047,3741005,3741023
2712,BSU_36330,ywpF,3741182,3741592,1,3741040,A,3741022,3741040,3740995,3741013
2713,BSU_36350,ywpD,3742384,3743220,1,3742625,A,3742605,3742623,3742580,3742598
2714,BSU_36370,ywpB,3743732,3744157,-1,3744234,A,3744215,3744233,3744189,3744207
2715,BSU_36380,rapD,3744349,3745413,1,3744304,"A, X",3744286,3744304,3744261,3744279
2716,BSU_36390,flhP,3745436,3746245,-1,3747171,D,3747152,3747170,3747126,3747144
2717,BSU_36400,flhO,3746279,3747091,-1,3748334,A,3748316,3748334,3748289,3748307
2718,BSU_36410,mbl,3747254,3748255,-1,3748862,"E, F",3748842,3748860,3748818,3748836
2721,BSU_36440,ywoH,3749052,3749465,1,3747152,A,3747132,3747150,3747107,3747125
2722,BSU_36460,ywoF,3750768,3752174,-1,3752225,A,3752206,3752224,3752181,3752199
2723,BSU_36470,pucI,3752280,3753752,-1,3753814,A,3753794,3753812,3753771,3753789
2724,BSU_36490,ywoC,3755291,3755860,-1,3755897,"F, G",3755877,3755895,3755852,3755870
2726,BSU_36510,nrgA,3756790,3758004,1,3756745,A,3756725,3756743,3756701,3756719
2727,BSU_36520,nrgB,3758016,3758366,1,3757892,A,3757873,3757891,3757847,3757865
2728,BSU_36530,bcrC,3758547,3759128,1,3758447,I,3758429,3758447,3758402,3758420
2729,BSU_36540,ywnJ,3759169,3759591,-1,3759627,"W, X, Y",3759607,3759625,3759582,3759600
2730,BSU_36550,spoIIQ,3759702,3760553,-1,3760567,"E, F",3760547,3760565,3760523,3760541
2731,BSU_36560,ywnH,3760694,3761185,1,3760210,A,3760192,3760210,3760167,3760185
2733,BSU_36580,ywnF,3761987,3762421,-1,3762477,A,3762458,3762476,3762434,3762452
2734,BSU_36590,clsA,3762664,3764112,1,3762584,A,3762564,3762582,3762539,3762557
2735,BSU_36600,mta,3764133,3764906,-1,3764921,A,3764902,3764920,3764876,3764894
2736,BSU_36610,ywnC,3765051,3765434,1,3765004,A,3764984,3765002,3764960,3764978
2737,BSU_36630,ywnA,3766178,3766579,-1,3766638,A,3766618,3766636,3766595,3766613
2739,BSU_36650,ureB,3768420,3768794,-1,3769378,H,3769358,3769376,3769335,3769353
2740,BSU_36660,ureA,3768791,3769108,-1,3769947,A,3769929,3769947,3769903,3769921
2741,BSU_36670,csbD,3770104,3770292,-1,3770329,B,3770309,3770327,3770286,3770304
2742,BSU_36680,ywmF,3770365,3770865,-1,3770908,B,3770888,3770906,3770865,3770883
2743,BSU_36690,rapB,3771000,3772133,-1,3772167,A,3772149,3772167,3772124,3772142
2744,BSU_36710,fdhD,3773366,3774154,-1,3774186,A,3774167,3774185,3774142,3774160
2745,BSU_36720,ywmE,3774400,3774561,-1,3774573,B,3774555,3774573,3774530,3774548
2746,BSU_36750,spoIID,3776722,3777753,-1,3777784,"E, F",3777764,3777782,3777740,3777758
2747,BSU_36760,murAA,3777949,3779259,-1,3779290,K,3779270,3779288,3779245,3779263
2748,BSU_36770,spoIIT,3779293,3780033,-1,3779664,I,3779644,3779662,3779621,3779639
2749,BSU_36780,ywzB,3780162,3780392,-1,3779796,"W, X, Y",3779777,3779795,3779752,3779770
2750,BSU_36790,ywmA,3780562,3781035,1,3780534,A,3780514,3780532,3780489,3780507
2751,BSU_36800,atpC,3781069,3781467,-1,3781468,B,3781449,3781467,3781423,3781441
2752,BSU_36810,atpD,3781491,3782912,-1,3787694,L,3787676,3787694,3787650,3787668
2753,BSU_36820,atpG,3782938,3783801,-1,3788274,A,3788255,3788273,3788231,3788249
2754,BSU_36890,upp,3788426,3789055,-1,3789122,A,3789103,3789121,3789077,3789095
2755,BSU_36900,glyA,3789190,3790437,-1,3790480,A,3790460,3790478,3790436,3790454
2756,BSU_36910,ywlG,3790644,3791186,-1,3791748,A,3791730,3791748,3791703,3791721
2757,BSU_36920,ywlF,3791199,3791648,-1,3792292,A,3792274,3792292,3792248,3792266
2758,BSU_36930,ywlE,3791805,3792257,-1,3792930,"E, F",3792912,3792930,3792886,3792904
2759,BSU_36950,tsaC,3792969,3794009,-1,3794074,A,3794056,3794074,3794029,3794047
2760,BSU_36970,spoIIR,3794676,3795350,-1,3795119,B,3795100,3795118,3795074,3795092
2761,BSU_36980,ywlA,3795491,3795853,1,3795456,A,3795437,3795455,3795412,3795430
2762,BSU_36990,ywkF,3795870,3796157,-1,3796230,K,3796210,3796228,3796185,3796203
2763,BSU_37000,prmC,3796217,3797083,-1,3798207,A,3798189,3798207,3798164,3798182
2764,BSU_37010,prfA,3797085,3798155,-1,3798320,K,3798302,3798320,3798275,3798293
2765,BSU_37020,ywkD,3798281,3798667,1,3798266,A,3798247,3798265,3798221,3798239
2766,BSU_37030,racA,3798789,3799343,1,3798755,H,3798736,3798754,3798711,3798729
2767,BSU_37040,ywkB,3799377,3800336,-1,3800388,B,3800369,3800387,3800345,3800363
2768,BSU_37050,maeA,3800418,3802166,-1,3800900,B,3800880,3800898,3800855,3800873
2769,BSU_37070,rpmE,3803081,3803281,-1,3803359,A,3803339,3803357,3803314,3803332
2771,BSU_37110,ywjH,3807754,3808392,-1,3809496,A,3809478,3809496,3809453,3809471
2773,BSU_37130,spo0F,3809550,3809924,-1,3809966,H,3809947,3809965,3809923,3809941
2774,BSU_37140,ywjG,3810090,3810611,1,3810013,A,3809994,3810012,3809970,3809988
2775,BSU_37150,pyrG,3810693,3812300,-1,3812479,A,3812459,3812477,3812436,3812454
2777,BSU_37160,rpoE,3812542,3813063,-1,3813149,A,3813131,3813149,3813104,3813122
2778,BSU_37170,acdA,3813246,3814385,-1,3816562,A,3816544,3816562,3816517,3816535
2780,BSU_37190,ywjE,3816654,3817850,1,3816623,"F, G",3816605,3816623,3816579,3816597
2781,new_3816846_3817724_c,S1445,3816846,3817724,-1,3817725,"E, F",3817705,3817723,3817680,3817698
2782,BSU_37210,ywjC,3818906,3819178,1,3818876,B,3818857,3818875,3818831,3818849
2783,BSU_37230,ywjA,3819754,3821481,-1,3821529,A,3821511,3821529,3821484,3821502
2784,BSU_37240,ywiE,3821570,3823072,-1,3823114,B,3823096,3823114,3823070,3823088
2785,BSU_37250,narI,3823558,3824229,-1,3829977,A,3829957,3829975,3829934,3829952
2786,BSU_37260,narJ,3824226,3824780,-1,3829978,A,3829960,3829978,3829934,3829952
2787,BSU_37290,arfM,3830141,3830617,-1,3830642,A,3830624,3830642,3830599,3830617
2788,BSU_37300,ywiC,3830761,3831480,1,3830724,A,3830706,3830724,3830679,3830697
2789,BSU_37310,fnr,3831512,3832228,-1,3832256,A,3832238,3832256,3832212,3832230
2790,BSU_37320,narK,3832327,3833514,-1,3833545,A,3833526,3833544,3833501,3833519
2791,BSU_37340,ywiB,3835317,3835745,-1,3835829,A,3835811,3835829,3835786,3835804
2792,BSU_37350,sboA,3836058,3836189,1,3836013,A,3835994,3836012,3835968,3835986
2794,BSU_37440,ywhL,3843001,3844377,-1,3845825,K,3845807,3845825,3845780,3845798
2795,BSU_37460,rapF,3846001,3847146,1,3845952,A,3845933,3845951,3845909,3845927
2796,BSU_37470,phrF,3847130,3847249,1,3847043,"A, H",3847024,3847042,3847000,3847018
2797,BSU_37490,speB,3847853,3848725,-1,3849700,A,3849680,3849698,3849656,3849674
2799,BSU_37510,pbpG,3849818,3851893,1,3849791,"E, F, G",3849771,3849789,3849748,3849766
2800,BSU_37520,ywhD,3852186,3852704,-1,3853431,A,3853413,3853431,3853388,3853406
2801,BSU_37540,ywhB,3853486,3853674,1,3853421,A,3853402,3853420,3853377,3853395
2802,BSU_37550,ywhA,3853717,3854136,-1,3854197,A,3854179,3854197,3854154,3854172
2803,BSU_37560,thrZ,3854256,3856172,-1,3855455,"E, F",3855437,3855455,3855411,3855429
2805,BSU_37600,ywfO,3859535,3860836,-1,3860874,A,3860856,3860874,3860830,3860848
2806,BSU_37610,ywzC,3860998,3861222,-1,3861306,A,3861287,3861305,3861261,3861279
2807,BSU_37620,rsfA,3861437,3862213,1,3861395,"F, G",3861377,3861395,3861350,3861368
2808,BSU_37630,ywfM,3862357,3863247,-1,3863287,?,3863267,3863285,3863244,3863262
2809,BSU_37650,cysL,3864309,3865208,-1,3865254,A,3865236,3865254,3865209,3865227
2810,BSU_37660,pta,3865355,3866326,-1,3866363,A,3866345,3866363,3866319,3866337
2811,BSU_37670,hemQ,3866596,3867360,1,3866555,A,3866535,3866553,3866512,3866530
2812,BSU_37680,bacG,3867493,3868272,1,3867452,A,3867433,3867451,3867409,3867427
2813,BSU_37690,bacF,3868287,3869486,-1,3874219,A,3874200,3874218,3874176,3874194
2814,new_3873771_3874382,S1459,3873771,3874382,1,3873771,B,3873751,3873769,3873727,3873745
2815,BSU_37750,ywfA,3874332,3875570,-1,3875624,A,3875605,3875623,3875581,3875599
2816,BSU_37760,rocC,3875780,3877192,-1,3877873,A,3877853,3877871,3877829,3877847
2817,BSU_37770,rocB,3877192,3878892,-1,3880550,L,3880530,3880548,3880506,3880524
2819,BSU_37790,rocG,3880740,3882014,-1,3882101,L,3882082,3882100,3882058,3882076
2820,BSU_37800,sivA,3882191,3882655,-1,3882766,A,3882746,3882764,3882723,3882741
2821,BSU_37810,spsL,3882979,3883434,-1,3893159,K,3893139,3893157,3893115,3893133
2822,BSU_37920,gerQ,3893441,3893986,1,3893325,"E, F",3893305,3893323,3893282,3893300
2823,BSU_37930,ywdK,3894030,3894401,-1,3896162,A,3896144,3896162,3896119,3896137
2824,BSU_37960,ywdH,3896290,3897660,1,3896251,A,3896233,3896251,3896206,3896224
2825,BSU_37970,ung,3897685,3898362,-1,3898205,A,3898187,3898205,3898161,3898179
2826,BSU_37980,ywdF,3898376,3899182,-1,3898689,B,3898671,3898689,3898645,3898663
2827,BSU_38018,ywzG,3900481,3900819,-1,3900852,A,3900832,3900850,3900807,3900825
2828,BSU_38020,pdxK,3900963,3901778,1,3900921,A,3900903,3900921,3900877,3900895
2829,BSU_38030,ywdA,3901868,3902116,-1,3902134,?,3902116,3902134,3902090,3902108
2830,BSU_38040,sacA,3902210,3903649,-1,3905064,A,3905044,3905062,3905019,3905037
2831,BSU_38050,sacP,3903646,3905031,-1,3905130,A,3905110,3905128,3905085,3905103
2832,BSU_38060,ywcJ,3905333,3906103,1,3905281,A,3905261,3905279,3905237,3905255
2833,BSU_38070,sacT,3906142,3906972,-1,3907004,A,3906984,3907002,3906959,3906977
2834,BSU_38080,ywcI,3907012,3907314,-1,3907453,A,3907433,3907451,3907409,3907427
2835,BSU_38090,vpr,3907844,3910264,1,3907788,H,3907770,3907788,3907743,3907761
2836,BSU_38100,ywcH,3910302,3911303,-1,3912245,"A, D",3912225,3912243,3912202,3912220
2838,BSU_38120,rodA,3912332,3913513,-1,3913645,"W, X, Y",3913627,3913645,3913602,3913620
2839,BSU_38130,ywcE,3914009,3914272,1,3913898,A,3913879,3913897,3913853,3913871
2840,BSU_38150,qoxC,3914691,3915305,-1,3918330,A,3918310,3918328,3918285,3918303
2841,BSU_38160,qoxB,3915319,3917268,-1,3918517,A,3918499,3918517,3918473,3918491
2842,BSU_38170,qoxA,3917296,3918261,-1,3918628,A,3918609,3918627,3918584,3918602
2843,BSU_38180,ywzA,3918777,3919022,1,3917022,?,3917004,3917022,3916979,3916997
2844,BSU_38190,galT,3919093,3920634,-1,3921850,B,3921830,3921848,3921805,3921823
2845,BSU_38200,galK,3920638,3921810,-1,3922994,A,3922974,3922992,3922950,3922968
2846,BSU_38210,gtcA,3921891,3922274,-1,3924050,?,3924030,3924048,3924007,3924025
2847,BSU_38229,slrA,3923319,3923477,1,3923131,A,3923112,3923130,3923087,3923105
2848,BSU_38230,ywcB,3923920,3924228,1,3923864,"E, F",3923846,3923864,3923819,3923837
2849,BSU_38260,efeB,3926682,3927932,-1,3928037,"A, W, X",3928017,3928035,3927992,3928010
2850,BSU_38270,efeO,3927951,3929108,-1,3930594,A,3930574,3930592,3930551,3930569
2852,BSU_38290,thiE,3930707,3931375,-1,3932849,A,3932829,3932847,3932804,3932822
2853,BSU_38300,thiM,3931372,3932190,-1,3933150,A,3933130,3933148,3933107,3933125
2855,BSU_38320,ywbH,3933209,3933595,1,3933173,A,3933155,3933173,3933129,3933147
2856,BSU_38340,ywbF,3934358,3935557,1,3934316,A,3934298,3934316,3934273,3934291
2857,BSU_38360,ywbD,3935824,3937014,-1,3937054,A,3937035,3937053,3937011,3937029
2858,BSU_38370,glxA,3937135,3937515,1,3937090,A,3937072,3937090,3937046,3937064
2859,BSU_38380,ywbB,3937553,3938230,-1,3938264,A,3938246,3938264,3938219,3938237
2860,BSU_38390,ywbA,3938307,3939641,-1,3939712,K,3939692,3939710,3939668,3939686
2861,BSU_38400,epr,3939869,3941806,1,3939818,D,3939798,3939816,3939774,3939792
2862,BSU_38410,sacX,3942234,3943613,1,3941947,A,3941929,3941947,3941904,3941922
2863,BSU_38420,sacY,3943667,3944509,1,3942182,A,3942164,3942182,3942139,3942157
2864,BSU_38430,gspA,3944560,3945420,-1,3945445,B,3945426,3945444,3945401,3945419
2865,BSU_38440,ywaF,3945530,3946243,-1,3946272,"F, G",3946252,3946270,3946228,3946246
2866,BSU_38450,dtrR,3946394,3946909,1,3945668,?,3945650,3945668,3945625,3945643
2868,BSU_38460,tyrZ,3947158,3948399,1,3946349,A,3946330,3946348,3946305,3946323
2869,BSU_38470,ywaD,3948555,3949922,1,3948520,H,3948502,3948520,3948476,3948494
2870,BSU_38480,sasA,3949952,3950584,-1,3950623,"W, X, Y",3950603,3950621,3950580,3950598
2871,BSU_38490,menA,3950726,3951661,-1,3951749,A,3951731,3951749,3951704,3951722
2873,BSU_38499,ywzH,3952108,3952257,1,3951935,A,3951915,3951933,3951890,3951908
2874,BSU_38500,dltA,3952275,3953786,1,3952044,"W, X, Y",3952024,3952042,3952000,3952018
2875,BSU_38510,dltB,3953783,3954970,1,3952071,X,3952052,3952070,3952027,3952045
2876,BSU_38550,ywaA,3957391,3958482,1,3957332,A,3957312,3957330,3957289,3957307
2877,BSU_38560,licH,3958516,3959844,-1,3961921,A,3961903,3961921,3961876,3961894
2878,BSU_38600,licR,3962003,3963928,-1,3964005,A,3963985,3964003,3963960,3963978
2879,BSU_38610,yxzF,3964091,3964249,-1,3964907,B,3964889,3964907,3964862,3964880
2880,BSU_38620,aag,3964278,3964868,-1,3964937,G,3964918,3964936,3964894,3964912
2881,BSU_38630,katX,3964997,3966640,1,3964973,B,3964953,3964971,3964928,3964946
2882,BSU_38640,yxlH,3966745,3967947,1,3966701,A,3966682,3966700,3966657,3966675
2883,BSU_38650,yxlG,3967944,3968720,-1,3970878,"W, X, Y",3970858,3970876,3970835,3970853
2884,BSU_38660,yxlF,3968717,3969604,-1,3970879,"W, X, Y",3970861,3970879,3970835,3970853
2887,BSU_38710,yxlA,3971060,3972433,1,3970156,K,3970136,3970154,3970111,3970129
2888,new_3971340_3971882_c,S1485,3971340,3971882,-1,3971882,A,3971862,3971880,3971839,3971857
2889,BSU_38720,yxkO,3972448,3973278,-1,3973312,B,3973292,3973310,3973267,3973285
2890,BSU_38740,cydC,3975088,3976791,-1,3977690,"E, F",3977670,3977688,3977645,3977663
2891,BSU_38750,cydB,3976791,3977807,-1,3979390,A,3979372,3979390,3979347,3979365
2892,BSU_38760,cydA,3977791,3979197,-1,3979528,A,3979508,3979526,3979483,3979501
2893,BSU_38770,cimH,3979753,3981105,1,3979691,A,3979672,3979690,3979647,3979665
2894,BSU_38780,yxkI,3981227,3982915,1,3981187,A,3981168,3981186,3981143,3981161
2895,BSU_38790,yxzE,3982973,3983173,1,3982947,"W, X, Y",3982929,3982947,3982902,3982920
2896,BSU_38800,yxkH,3983187,3984026,-1,3984070,D,3984050,3984068,3984026,3984044
2897,BSU_38810,msmX,3984133,3985230,-1,3985280,A,3985262,3985280,3985236,3985254
2898,BSU_38820,yxkF,3985351,3986244,-1,3986290,A,3986272,3986290,3986245,3986263
2899,BSU_38830,aldY,3986428,3987885,1,3986348,"E, F",3986330,3986348,3986305,3986323
2900,BSU_38840,yxkD,3987927,3988763,-1,3988979,A,3988960,3988978,3988936,3988954
2901,BSU_38850,yxkC,3989331,3989873,1,3989088,D,3989070,3989088,3989043,3989061
2902,BSU_38860,galE,3989948,3990967,-1,3990994,A,3990976,3990994,3990949,3990967
2903,BSU_38870,yxkA,3991082,3991588,-1,3991616,B,3991597,3991615,3991571,3991589
2904,BSU_38880,yxjO,3991718,3992593,1,3991639,A,3991619,3991637,3991595,3991613
2905,new_3991968_3992056_c,S1494,3991968,3992056,-1,3992056,?,3992038,3992056,3992012,3992030
2906,BSU_38920,pepT,3995075,3996307,1,3995045,A,3995025,3995043,3995002,3995020
2907,new_3996377_3996599,S1495,3996377,3996599,1,3996377,"W, X, Y",3996359,3996377,3996333,3996351
2908,BSU_38930,yxjJ,3996829,3997092,1,3996629,B,3996611,3996629,3996586,3996604
2910,BSU_38950,yxjH,3997964,3999097,1,3997745,A,3997726,3997744,3997701,3997719
2911,new_3998237_3998480_c,S1498,3998237,3998480,-1,3998484,A,3998466,3998484,3998441,3998459
2912,BSU_38960,yxjG,3999350,4000486,1,3999131,A,3999113,3999131,3999086,3999104
2913,BSU_38970,yxjF,4000539,4001312,-1,4003321,"E, F",4003301,4003319,4003277,4003295
2914,BSU_38980,scoB,4001329,4001979,-1,4004209,"E, F",4004189,4004207,4004166,4004184
2915,BSU_39010,tlrB,4004288,4005136,-1,4005322,A,4005302,4005320,4005279,4005297
2916,BSU_39020,nupG,4005752,4006945,1,4005513,A,4005495,4005513,4005469,4005487
2917,BSU_39030,yxiT,4007416,4007658,-1,4007722,"W, X, Y",4007703,4007721,4007678,4007696
2918,BSU_39040,yxiS,4007803,4008093,-1,4008135,A,4008115,4008133,4008090,4008108
2919,BSU_39050,katE,4008143,4010203,-1,4010235,B,4010215,4010233,4010191,4010209
2920,BSU_39060,citH,4010404,4011684,1,4010315,"E, F",4010295,4010313,4010272,4010290
2921,BSU_39070,bglS,4011842,4012570,-1,4012612,A,4012592,4012610,4012569,4012587
2922,BSU_39080,licT,4012866,4013699,-1,4013734,A,4013716,4013734,4013689,4013707
2923,BSU_39090,yxiP,4013795,4014475,-1,4014531,A,4014511,4014529,4014487,4014505
2924,BSU_39100,yxiO,4014682,4015968,1,4014641,A,4014621,4014639,4014597,4014615
2925,BSU_39110,deaD,4015987,4017426,-1,4017467,A,4017447,4017465,4017424,4017442
2926,BSU_39120,yxiM,4017508,4018656,-1,4018699,?,4018679,4018697,4018655,4018673
2927,BSU_39220,wapI,4023054,4023482,-1,4030583,A,4030563,4030581,4030540,4030558
2928,BSU_39250,yxiE,4031797,4032243,-1,4032287,A,4032268,4032286,4032242,4032260
2929,BSU_39260,bglH,4032346,4033755,-1,4035639,?,4035621,4035639,4035595,4035613
2930,BSU_39270,bglP,4033778,4035607,-1,4035816,A,4035797,4035815,4035773,4035791
2931,BSU_39280,yxxE,4035990,4036298,-1,4037663,A,4037644,4037662,4037619,4037637
2932,BSU_39290,yxxD,4036344,4036787,-1,4039225,A,4039205,4039223,4039182,4039200
2936,BSU_39339,yxzL,4041009,4041173,-1,4041073,H,4041053,4041071,4041029,4041047
2937,BSU_39340,hutP,4041492,4041938,1,4041451,A,4041432,4041450,4041408,4041426
2939,BSU_39400,pdp,4049009,4050310,-1,4052304,A,4052286,4052304,4052261,4052279
2940,BSU_39410,nupC,4050340,4051521,-1,4053371,A,4053351,4053369,4053326,4053344
2943,BSU_39460,yxeQ,4055536,4056873,-1,4062223,A,4062205,4062223,4062180,4062198
2944,BSU_39470,sndB,4056870,4058012,-1,4062224,A,4062205,4062223,4062180,4062198
2945,BSU_39530,yxeJ,4062329,4062556,-1,4063595,A,4063575,4063593,4063550,4063568
2947,new_4062713_4063346,S1520,4062713,4063346,1,4062713,K,4062695,4062713,4062669,4062687
2948,BSU_39550,yxeH,4063684,4064496,-1,4064549,A,4064530,4064548,4064504,4064522
2949,BSU_39560,yxeG,4064536,4065093,-1,4065568,?,4065550,4065568,4065523,4065541
2950,BSU_39570,yxeF,4065074,4065508,-1,4065980,?,4065961,4065979,4065936,4065954
2951,BSU_39580,yxeE,4065597,4065962,1,4065552,K,4065534,4065552,4065508,4065526
2952,BSU_39590,yxeD,4066210,4066563,1,4066177,"F, G",4066159,4066177,4066133,4066151
2953,BSU_39600,yxeC,4066607,4067005,-1,4067036,A,4067016,4067034,4066993,4067011
2954,BSU_39610,yxeB,4067183,4068148,1,4067124,A,4067106,4067124,4067080,4067098
2955,BSU_39650,yxdK,4071310,4072287,-1,4073018,A,4072999,4073017,4072974,4072992
2956,BSU_39670,iolJ,4073081,4073953,-1,4084574,A,4084554,4084572,4084529,4084547
2957,BSU_39680,iolI,4073974,4074810,-1,4084759,A,4084739,4084757,4084714,4084732
2958,BSU_39770,iolR,4084799,4085554,1,4084417,A,4084398,4084416,4084372,4084390
2959,BSU_39780,iolS,4085608,4086540,1,4084732,A,4084714,4084732,4084687,4084705
2960,BSU_39790,yxcE,4086802,4087452,1,4086646,A,4086627,4086645,4086601,4086619
2961,BSU_39810,csbC,4088002,4089387,1,4087940,B,4087922,4087940,4087897,4087915
2962,BSU_39820,htpG,4089429,4091309,-1,4091346,A,4091327,4091345,4091303,4091321
