# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use 
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Tierrafría, V. H. et al. (2022). RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,
#      Microb Genom. 2022 May;8(5). doi: 10.1099/mgen.0.000833. PMID: 35584008. https://doi.org/10.1099/mgen.0.000833
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
# Release: 11.1 Date: 12/12/2022
# ___________________________________________________________________________
# Created: 12/13/2022  10:04:40
#
# Columns:
#  (1) Transcription Factor (TF) Name
#  (2) Operon  regulated by TF [operon genes]
#  (3) Regulatory Function of the TF on the regulated gene (+ activator, - repressor, +- dual, ? unknown)
#  (4) Evidence that supports the existence of the TFBS
#  (5) Evidence of the function of the Regulatory interaction (RI)
#  (6) RI confidence level based on  its evidence (Values: Confirmed, Strong, Weak)
#
AaeR	aaeXAB[aaeA, aaeB, aaeX]	+	[EXP-GSELEX|W|genomic SELEX]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
PurR	glrR-glnB[glnB]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	glyA[glyA]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PurR	guaBA[guaA, guaB]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	hflD-purB[hflD, purB]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	lolB-ispE-prs[prs]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purA[purA]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purC[purC]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purEK[purE, purK]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purHD[purD, purH]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purL[purL]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purMN[purM, purN]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	purR[purR]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PurR	purT[purT]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PurR	pyrC[pyrC]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PurR	pyrD[pyrD]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PurR	speAB[speA, speB]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
PutA	putA[putA]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PutA	putP[putP]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
PuuR	puuA-ymjE-puuP[puuA, puuP, ymjE]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[IC|W|Inferred by curator],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],[IC|W|Inferred by curator]	Confirmed	
PuuR	puuDRCBE[puuB, puuC, puuD, puuE, puuR]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[IC|W|Inferred by curator],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],[IC|W|Inferred by curator]	Confirmed	
PyrR	yhjX[yhjX]	+	[EXP-GSELEX|W|genomic SELEX],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
QseB	feaR[feaR]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
QseB	feaR[feaR]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
QseB	fimAICDFGH[fimA, fimC, fimD, fimF, fimG, fimH, fimI]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
QseB	flhDC[flhC, flhD]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
QseB	qseBC[qseB, qseC]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RbsR	add[add]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RbsR	purHD[purD, purH]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RbsR	rbsDACBKR[rbsA, rbsB, rbsC, rbsD, rbsK, rbsR]	-	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcdA	asr[asr]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[IC|W|Inferred by curator]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],[IC|W|Inferred by curator]	Strong	
RcdA	bluF[bluF]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcdA	csgDEFG[csgD, csgE, csgF, csgG]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[IC|W|Inferred by curator]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],[IC|W|Inferred by curator]	Strong	
RcdA	rmf[rmf]	+	[EXP-GSELEX|W|genomic SELEX],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcdA	rsd[rsd]	+	[EXP-GSELEX|W|genomic SELEX],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcdA	sulA[sulA]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcdA	yagK[yagK]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[]	Strong	
RcdA	ydeI[ydeI]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RclR	rclABC[rclA, rclB, rclC]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcnR	rcnAB[rcnA, rcnB]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcnR	rcnR[rcnR]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsAB	csgDEFG[csgD, csgE, csgF, csgG]	-	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsAB	flhDC[flhC, flhD]	-	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RcsAB	rcsA[rcsA]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],]	Confirmed	
RcsAB	wza-wzb-wzc-wcaAB[wcaA, wcaB, wza, wzb, wzc]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],]	Confirmed	
RcsAB	yjbEFGH[yjbE, yjbF, yjbG, yjbH]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	bdm-sra[bdm, sra]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsB	gadAXW[gadA, gadX]	-	[COMP-HINF|W|Inferred by a human based on computational evidence],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RcsB	gadBC[gadB, gadC]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	gadY[gadY]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	hdeAB-yhiD[hdeA, hdeB, yhiD]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	hdeD[hdeD]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	lolA-rarA[lolA, rarA]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[ftsA, ftsZ]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsB	osmB[osmB]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	osmC[osmC]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RcsB	rprA[rprA]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsB	rseD-rpoE-rseABC[rpoE, rseA, rseB, rseC, rseD]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[]	Confirmed	
RcsB	safA-ydeO[safA, ydeO]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB	ydeP[ydeP]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsB-BglJ	bglGFB[bglB, bglF, bglG]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	Strong	
RcsB-BglJ	leuO[leuO]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RcsB-BglJ	sfsB[sfsB]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	yecT[yecT]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	yehF[yehF]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	ygiZ[ygiZ]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	yidL[yidL]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	ykiA[ykiA]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	ynbABCD[ynbA, ynbB, ynbC, ynbD]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	ynjI[ynjI]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RcsB-BglJ	yqhG[yqhG]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
RelB	relBE-hokD[hokD, relB, relE]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RelB-RelE	relBE-hokD[hokD, relB, relE]	-	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis],]	Confirmed	
RhaR	rhaSR[rhaR, rhaS]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RhaS	rhaBAD[rhaA, rhaB, rhaD]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-CELLULAR-EXTRACTS|W|Binding of cellular extracts],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RhaS	rhaSR[rhaR, rhaS]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
RhaS	rhaSR[rhaR, rhaS]	?	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[]	Strong	
RhaS	rhaT[rhaT]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences],[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins],[EXP-IMP-SITE-MUTATION|S|Site mutation]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Confirmed	
RhaS	rhaT[rhaT]	?	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[]	Strong	
Rob	acrAB[acrA, acrB]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
Rob	acrZ[acrZ]	+	[COMP-HINF|W|Inferred by a human based on computational evidence]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	aldA[aldA]	+	[COMP-AINF-SIMILAR-TO-CONSENSUS|W|Automated inference based on similarity to consensus sequences]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	aslB[aslB]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	chaBC[chaC]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	elaB[elaB]	-	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	fadBA[fadA, fadB]	-	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	fadL[fadL]	-	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
Rob	fumAC[fumC]	+	[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP|W|Inferred from expression pattern],[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
Rob	inaA[inaA]	+	[COMP-HINF-SIMILAR-TO-CONSENSUS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[EXP-IDA-BINDING-OF-PURIFIED-PROTEINS|S|Binding of purified proteins]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Strong	
Rob	ldtB[ldtB]	+	[]	[EXP-IEP-GENE-EXPRESSION-ANALYSIS|W|Gene expression analysis]	Weak	
